City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Dhidhdhoo,MV,6.8833,73.1,83.75,76,79,15.17,broken clouds
470,Isla Vista,US,34.4133,-119.861,70.34,66,0,4.61,haze
471,Denpasar,ID,-8.65,115.2167,85.71,74,20,11.5,few clouds
472,Sabinopolis,BR,-18.6661,-43.0839,52.57,88,0,1.77,clear sky
473,Kidal,ML,18.4411,1.4078,83.21,33,45,7.96,scattered clouds
474,Vallenar,CL,-28.5708,-70.7581,63.75,42,100,1.14,overcast clouds
475,Barahona,DO,18.2085,-71.1008,78.15,80,85,4.0,overcast clouds
476,Seymchan,RU,62.8833,152.4333,54.09,49,100,14.54,overcast clouds
477,Chenghai,CN,23.4632,116.768,78.71,69,75,6.71,broken clouds
478,Marzuq,YE,14.4,46.4667,73.4,19,12,2.51,few clouds
479,Bahia De Caraquez,EC,-0.6,-80.4167,75.38,88,100,8.43,light rain
480,Nyagan,RU,62.1406,65.3936,40.32,82,97,9.51,overcast clouds
481,Aanekoski,FI,62.6946,25.818,43.68,65,95,4.76,overcast clouds
482,Anloga,GH,5.7947,0.8973,78.94,80,98,6.17,overcast clouds
483,Udachnyy,RU,66.4167,112.4,56.21,50,100,16.31,overcast clouds
484,Leshukonskoye,RU,64.8989,45.7622,29.71,75,100,14.36,overcast clouds
485,Berdigestyakh,RU,62.0989,126.6992,56.25,43,5,7.29,light rain
486,Thinadhoo,MV,0.5333,72.9333,83.32,75,99,11.77,overcast clouds
487,Mabaruma,GY,8.2,-59.7833,71.64,100,100,1.81,overcast clouds
488,Esperance,AU,-33.8667,121.9,67.37,58,15,15.86,few clouds
489,Cabra,ES,37.4725,-4.4421,61.66,82,1,1.97,clear sky
490,Almaznyy,RU,48.0448,40.045,45.95,95,28,9.37,scattered clouds
491,Upington,ZA,-28.4478,21.2561,48.58,87,0,4.61,clear sky
492,Nenjiang,CN,49.1833,125.2167,73.74,32,59,7.05,broken clouds
493,Richards Bay,ZA,-28.783,32.0377,62.55,91,100,15.17,moderate rain
494,Astana,KZ,51.1801,71.446,53.55,50,0,20.13,clear sky
495,Hirara,JP,24.8,125.2833,79.07,78,75,16.11,broken clouds
496,Kandri,IN,21.4167,79.2667,89.17,45,0,13.76,clear sky
497,Qasigiannguit,GL,68.8193,-51.1922,32.25,98,99,2.46,overcast clouds
498,Siva,EG,29.2041,25.5195,69.89,28,0,6.35,clear sky
499,Juxtlahuaca,MX,17.4294,-99.1467,75.52,64,100,1.72,overcast clouds
500,La Ronge,CA,55.1001,-105.2842,62.85,17,75,6.91,broken clouds
501,Alenquer,BR,-1.9417,-54.7383,74.53,91,77,3.4,broken clouds
502,Zheleznodorozhnyy,RU,55.7503,38.0042,37.22,72,85,6.8,overcast clouds
503,Svetlaya,RU,46.5389,138.3297,47.91,75,86,7.85,overcast clouds
504,Axim,GH,4.8699,-2.2405,75.52,88,100,4.65,overcast clouds
505,Guerrero Negro,MX,27.9769,-114.0611,61.16,73,0,18.1,clear sky
506,Krasnoye,UA,49.9145,24.6134,47.71,94,100,8.81,overcast clouds
507,Severo-Kurilsk,RU,50.6789,156.125,41.94,96,100,15.08,overcast clouds
508,Ambon,ID,-3.6954,128.1814,89.74,62,40,3.96,scattered clouds
509,Xuddur,SO,4.1213,43.8894,73.04,81,85,14.67,overcast clouds
510,Vermillion,US,42.7794,-96.9292,55.71,54,26,8.08,scattered clouds
511,Kaili,ID,-3.4626,120.2147,72.37,84,98,2.51,overcast clouds
512,Chara,RU,56.9064,118.2631,55.56,42,83,5.17,broken clouds
513,Krikellos,GR,38.95,21.1833,62.33,76,2,2.57,clear sky
514,Kovur,IN,14.4833,79.9833,87.6,53,44,14.18,scattered clouds
515,Krasnouralsk,RU,58.3638,60.0407,34.79,91,21,8.5,few clouds
516,Kyshtovka,RU,56.555,76.6271,52.0,62,5,14.83,clear sky
517,Mitchell,US,43.7094,-98.0298,52.11,52,0,6.91,clear sky
518,Mokhsogollokh,RU,61.4681,128.9203,57.51,50,64,2.15,light rain
519,Nyurba,RU,63.2842,118.3319,63.41,43,76,5.79,light rain
520,Gweru,ZW,-19.45,29.8167,43.34,60,0,4.76,clear sky
521,Gonbad-E Qabus,IR,37.25,55.1672,60.71,63,0,4.61,clear sky
522,Bud,US,39.447,-86.1758,59.68,55,100,8.37,overcast clouds
523,Saquarema,BR,-22.92,-42.5103,65.32,86,0,9.98,clear sky
524,Santa Ana,US,33.7456,-117.8678,73.08,70,0,12.66,clear sky
525,Krasnoselkup,RU,65.7,82.4667,58.69,54,8,16.22,clear sky
526,Nicoya,CR,10.1483,-85.452,78.62,87,100,2.77,overcast clouds
527,Tyrma,RU,50.0833,132.1667,56.95,61,100,7.36,overcast clouds
528,Mandalgovi,MN,45.7625,106.2708,69.82,17,10,8.9,clear sky
529,Sabha,LY,27.0377,14.4283,73.63,12,1,11.34,clear sky
530,Walvis Bay,NA,-22.9575,14.5053,65.91,33,12,5.37,few clouds
531,Port Augusta,AU,-32.5,137.7667,70.72,46,11,6.91,few clouds
532,Necochea,AR,-38.5473,-58.7368,52.47,52,100,6.62,overcast clouds
533,Luena,AO,-11.7833,19.9167,52.41,63,99,4.59,overcast clouds
534,Turukhansk,RU,65.8167,87.9833,60.1,56,46,10.92,scattered clouds
535,Ghelari,RO,45.7167,22.7833,48.56,80,17,3.62,few clouds
536,Santa Vitoria,BR,-18.8386,-50.1214,61.61,53,1,3.76,clear sky
537,Viana,BR,-20.3903,-40.4961,65.97,88,50,2.98,scattered clouds
538,Ipira,BR,-12.1583,-39.7372,64.45,93,0,7.74,clear sky
539,Lakes Entrance,AU,-37.8811,147.981,58.15,63,0,3.98,clear sky
540,Kapit,MY,2.0167,112.9333,87.87,57,59,2.17,broken clouds
541,Cristalina,BR,-16.7686,-47.6136,54.41,70,0,4.76,clear sky
542,Kununurra,AU,-15.7667,128.7333,85.98,28,88,14.97,overcast clouds
543,Ozernovskiy,RU,51.5,156.5167,48.52,78,97,6.73,overcast clouds
544,Hambantota,LK,6.1241,81.1185,82.74,94,20,11.5,few clouds
545,Zhangjiakou,CN,40.81,114.8794,77.76,28,21,5.64,few clouds
546,Columbus,US,39.9612,-82.9988,62.51,68,40,8.05,scattered clouds
547,Makakilo City,US,21.3469,-158.0858,80.92,56,0,14.97,clear sky
548,Aquidauana,BR,-20.4711,-55.7872,63.95,46,52,2.33,broken clouds
549,Camacha,PT,33.0833,-16.3333,62.02,63,40,11.5,scattered clouds
550,Atbasar,KZ,51.8,68.3333,52.3,40,100,19.75,overcast clouds
551,Olga,RU,43.7444,135.2892,54.61,72,85,7.61,overcast clouds
552,Apache Junction,US,33.4151,-111.5496,91.06,12,0,11.5,clear sky
553,Inuvik,CA,68.3499,-133.7218,30.96,59,40,11.5,scattered clouds
554,Roma,US,43.2128,-75.4557,55.96,90,75,11.5,broken clouds
555,Misratah,LY,32.3754,15.0925,68.68,59,0,8.41,clear sky
556,Victor Harbor,AU,-35.5667,138.6167,69.67,56,37,8.95,scattered clouds
557,Port-Gentil,GA,-0.7193,8.7815,77.49,79,81,15.77,broken clouds
558,Sangar,RU,63.9242,127.4739,49.03,69,96,1.97,light rain
559,Tayginka,RU,55.6244,60.5076,43.02,72,66,5.37,broken clouds
560,Lethem,GY,3.3803,-59.7968,71.67,94,100,3.09,overcast clouds
561,Grajau,BR,-5.8194,-46.1386,71.6,93,32,3.33,scattered clouds
562,Hoganas,SE,56.1997,12.558,47.01,82,100,10.54,overcast clouds
563,Banjar,ID,-8.19,114.9675,86.18,59,100,1.83,overcast clouds
564,Deputatskiy,RU,69.3,139.9,33.67,94,24,2.46,few clouds
565,Shingu,JP,33.7333,135.9833,76.73,51,96,6.2,overcast clouds
566,Ati,TD,13.2154,18.3353,84.45,14,90,15.48,overcast clouds
567,Bumiayu,ID,-8.0151,112.6347,85.24,47,28,1.59,scattered clouds
568,Turgenevo,RU,54.8455,46.3297,35.67,69,27,6.58,scattered clouds
569,Manaus,BR,-3.1019,-60.025,81.09,78,0,3.44,clear sky
570,Cairns,AU,-16.9167,145.7667,83.1,72,100,11.5,overcast clouds
571,Biak,ID,-0.9131,122.8766,82.02,73,46,4.63,scattered clouds
572,Colac,AU,-38.3333,143.5833,59.83,52,1,2.37,clear sky
573,Tabou,CI,4.423,-7.3528,75.52,91,100,6.08,light rain
574,Marawi,PH,7.9986,124.2928,80.49,68,96,2.37,overcast clouds
575,Nizhniy Tsasuchey,RU,50.5167,115.1333,59.05,47,100,13.71,overcast clouds
576,Gravdal,NO,68.1214,13.5031,46.29,87,90,5.86,overcast clouds
577,Jinchang,CN,38.4953,102.1739,73.09,32,0,8.43,clear sky
578,Luanda,AO,-8.8368,13.2343,71.6,88,75,3.44,broken clouds
579,Wiang Sa,TH,8.6359,99.3666,83.86,76,99,6.73,overcast clouds
580,Sibu,MY,2.3,111.8167,84.51,79,20,5.01,few clouds
581,Griffith,US,41.5284,-87.4237,54.1,61,0,6.91,clear sky
582,Anajatuba,BR,-3.2644,-44.6197,73.27,96,95,2.73,overcast clouds
583,Bandar,ID,2.05,99.75,81.19,74,100,0.6,overcast clouds
584,Ankara,TR,39.9199,32.8543,60.19,57,0,10.36,clear sky
585,Shirokiy,RU,49.758,129.523,68.32,50,44,20.4,scattered clouds
586,Vardo,NO,70.3705,31.1107,37.38,87,100,16.11,overcast clouds
587,Champoton,MX,19.35,-90.7167,76.57,83,100,9.15,overcast clouds
588,Cockburn Town,TC,21.4612,-71.1419,79.54,78,1,20.31,clear sky
589,Sao Mateus Do Maranhao,BR,-4.0417,-44.475,72.32,96,65,3.2,broken clouds
590,Santa Rosalia,MX,27.3167,-112.2833,75.43,42,0,6.6,clear sky
591,Sicamous,CA,50.8331,-118.9856,69.19,42,10,1.66,clear sky
592,Genhe,CN,50.7833,121.5167,55.4,62,97,11.95,overcast clouds
593,Hellvik,NO,59.9156,5.781,55.99,73,100,7.61,overcast clouds
594,Srandakan,ID,-7.9386,110.2506,86.65,60,70,4.72,broken clouds
595,Comodoro Rivadavia,AR,-45.8667,-67.5,42.66,52,0,18.41,clear sky
596,Turayf,SA,31.6725,38.6637,57.45,67,0,9.22,clear sky
597,Sal Rei,CV,16.1833,-22.9167,70.74,75,64,10.8,broken clouds
598,Malindi,KE,-3.2175,40.1191,77.83,83,100,12.01,overcast clouds
599,Bilma,NE,18.6853,12.9164,82.92,13,58,3.38,broken clouds
600,Teguldet,RU,57.3064,88.1667,67.82,51,91,7.96,overcast clouds
601,Ilulissat,GL,69.2167,-51.1,32.02,100,100,2.3,overcast clouds
602,Tiznit,MA,29.5833,-9.5,71.94,53,21,0.36,few clouds
603,Lincoln,US,40.8,-96.667,64.31,54,20,9.22,few clouds
604,Omsukchan,RU,62.5333,155.8,35.56,97,100,9.62,overcast clouds
605,Newcastle,AU,-32.9272,151.7765,65.79,85,75,5.75,broken clouds
606,Luzhou,CN,28.8724,105.4405,76.6,69,98,1.92,overcast clouds
607,Honningsvag,NO,70.9821,25.9704,42.55,75,8,12.66,clear sky
608,Zeya,RU,53.75,127.2667,39.85,93,100,6.96,moderate rain
609,Phan Thiet,VN,10.9333,108.1,82.18,73,100,10.83,overcast clouds
610,Fraga,ES,41.5229,0.3489,68.83,63,35,4.65,scattered clouds
611,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.3,83,42,12.37,scattered clouds
612,Mitsamiouli,KM,-11.3847,43.2844,77.81,84,100,9.15,light rain
613,Bambui,BR,-20.0064,-45.9769,53.94,69,0,3.27,clear sky
614,Fairbanks,US,64.8378,-147.7164,66.49,26,0,13.8,clear sky
615,Mersing,MY,2.4312,103.8405,85.91,84,40,2.3,scattered clouds
616,Maun,BW,-19.9833,23.4167,46.36,71,0,5.75,clear sky
617,Beloha,MG,-25.1667,45.05,62.28,89,4,5.1,clear sky
618,Sikeston,US,36.8767,-89.5879,60.84,61,100,11.92,overcast clouds
619,Amapa,BR,1.0,-52.0,70.27,98,28,1.07,scattered clouds
620,Ahuimanu,US,21.4447,-157.8378,82.11,66,40,12.66,scattered clouds
621,Lakatoro,VU,-16.0999,167.4164,83.73,69,35,2.66,scattered clouds
622,Horta,PT,38.5333,-28.6333,63.32,94,100,3.83,light rain
623,Jumla,NP,29.2747,82.1838,57.87,69,41,3.98,scattered clouds
624,Santa Fe,AR,-31.6333,-60.7,59.99,81,30,1.99,light rain
625,Pandua,IN,23.0833,88.2833,87.94,45,8,6.6,clear sky
626,Archdale,US,35.9146,-79.972,70.07,86,100,3.31,overcast clouds
627,Straumen,NO,63.8709,11.2999,50.0,78,100,2.21,overcast clouds
628,Rongcheng,CN,30.634,117.8517,79.56,53,45,2.66,scattered clouds
629,Hay River,CA,60.8156,-115.7999,40.98,60,40,9.22,scattered clouds
630,Podosinovets,RU,60.2776,47.0659,32.27,95,100,8.03,light snow
631,Poronaysk,RU,49.2167,143.1167,43.61,87,100,7.52,overcast clouds
632,Varhaug,NO,58.6147,5.6457,55.47,86,100,22.79,overcast clouds
633,Aktau,KZ,43.65,51.2,55.98,48,1,20.54,clear sky
634,The Valley,AI,18.217,-63.0578,80.46,76,88,17.67,overcast clouds
635,Stokmarknes,NO,68.5646,14.9108,44.58,93,75,0.0,broken clouds
636,Russell,US,32.3502,-85.1999,71.38,94,20,3.44,few clouds
637,Piacabucu,BR,-10.4056,-36.4344,75.85,78,3,8.93,clear sky
638,Korem,ET,12.5058,39.5228,56.34,30,24,1.28,few clouds
639,Ludza,LV,56.55,27.7167,37.27,76,72,3.67,broken clouds
640,Zapolyarnyy,RU,69.4154,30.8136,36.68,99,100,2.84,overcast clouds
641,Rundu,NA,-17.9333,19.7667,43.65,56,0,4.63,clear sky
642,Basoko,CD,1.2391,23.616,70.95,92,98,1.74,overcast clouds
643,Raga,SS,8.4596,25.678,75.99,66,100,3.22,overcast clouds
644,Uray,RU,60.1247,64.7758,43.21,67,10,12.95,clear sky
645,Mansa,IN,29.9833,75.3833,88.25,33,98,22.86,overcast clouds
646,Vazante,BR,-17.9869,-46.9078,58.21,72,0,2.8,clear sky
647,Harrison,US,30.4091,-89.0436,75.27,90,100,6.91,overcast clouds
648,Lagunas,PE,-5.2269,-75.6753,73.63,84,24,2.06,few clouds
649,Bandarbeyla,SO,9.4942,50.8122,81.09,78,100,17.54,overcast clouds
650,Ribeirao Branco,BR,-24.2208,-48.7656,48.78,96,59,2.62,broken clouds
651,Ust-Ilimsk,RU,58.0006,102.6619,55.49,54,61,4.38,broken clouds
652,Hofn,IS,64.2539,-15.2082,44.85,66,84,9.26,broken clouds
653,Marrakesh,MA,31.6315,-8.0083,69.87,56,0,1.14,clear sky
654,Betamcherla,IN,15.4667,78.1667,82.96,63,8,19.71,clear sky
655,Puerto Madero,MX,14.7208,-92.4215,80.8,89,75,4.61,thunderstorm
656,Nizwa,OM,22.9333,57.5333,88.11,26,4,1.83,clear sky
657,Port Macquarie,AU,-31.4333,152.9167,64.89,66,99,7.02,overcast clouds
658,Pietarsaari,FI,63.65,22.6833,44.89,83,100,7.67,overcast clouds
659,Kenai,US,60.5544,-151.2583,66.29,24,0,16.11,clear sky
660,Tucumcari,US,35.1717,-103.725,64.24,27,0,16.11,clear sky
661,Linjiang,CN,41.8069,126.9078,78.26,37,74,6.2,broken clouds
662,Erenhot,CN,43.6475,111.9767,77.97,22,47,2.28,scattered clouds
663,Atagay,RU,55.1033,99.3875,62.71,38,27,6.11,scattered clouds
664,Springbok,ZA,-29.6643,17.8865,51.51,57,75,5.35,broken clouds
665,Royan,FR,45.6285,-1.0281,63.43,92,92,20.42,overcast clouds
666,Shuangcheng,CN,45.35,126.2833,82.08,24,75,15.55,broken clouds
667,Biasca,CH,46.3597,8.9697,67.86,82,96,1.3,overcast clouds
668,Hoquiam,US,46.9809,-123.8893,56.95,83,20,9.22,few clouds
669,Marsa Matruh,EG,31.3525,27.2453,62.8,77,0,8.05,clear sky
670,Ankang,CN,32.68,109.0172,79.38,51,0,1.05,clear sky
671,Cap Malheureux,MU,-19.9842,57.6142,70.47,77,1,3.0,clear sky
672,Bac Giang,VN,21.2667,106.2,78.87,86,100,5.99,overcast clouds
673,Posse,BR,-14.0931,-46.3694,63.72,62,1,5.59,clear sky
674,San Jose,US,37.3394,-121.895,77.22,47,20,14.97,few clouds
675,Oksovskiy,RU,62.6062,39.8984,31.01,74,100,10.94,overcast clouds
676,Languyan,PH,5.2618,120.0807,79.81,81,97,3.13,overcast clouds
677,Olinda,BR,-8.0089,-34.8553,76.73,83,40,8.05,scattered clouds
678,Staryy Nadym,RU,65.6118,72.6842,57.78,61,61,21.36,broken clouds
679,Kafanchan,NG,9.5833,8.3,68.76,93,100,2.24,overcast clouds
680,Damietta,EG,31.4165,31.8133,69.69,85,0,13.33,clear sky
681,Puerto Cabello,VE,10.4731,-68.0125,78.78,82,11,9.86,few clouds
682,Dakar,SN,14.6937,-17.4441,70.68,81,13,11.63,few clouds
683,Beruwala,LK,6.4788,79.9828,82.72,80,86,11.39,overcast clouds
684,Great Yarmouth,GB,52.6083,1.7305,56.95,84,46,6.89,scattered clouds
685,Gorele,TR,41.0308,39.0031,56.79,87,53,8.32,broken clouds
686,Bambanglipuro,ID,-7.95,110.2833,86.31,61,68,4.99,broken clouds
687,Spassk,RU,52.747,87.7545,54.01,65,100,8.48,overcast clouds
688,Kamarion,GR,36.8,25.8167,67.39,85,11,9.48,few clouds
689,Bukachacha,RU,52.9833,116.9167,54.14,51,86,9.17,overcast clouds
690,Torva,EE,58.0028,25.935,34.11,60,63,3.18,broken clouds
691,San Jeronimo,PE,-11.9472,-75.2829,49.12,77,74,1.61,broken clouds
692,Muravlenko,RU,63.7898,74.523,49.33,86,100,18.19,light rain
693,Allapalli,IN,19.4167,80.0667,95.18,32,0,11.12,clear sky
694,Piet Retief,ZA,-27.0071,30.8132,50.61,91,100,7.76,light rain
695,Date,JP,42.4681,140.8681,57.67,82,100,3.47,overcast clouds
696,Dukat,RU,62.55,155.55,33.62,98,100,7.47,overcast clouds
697,Peniche,PT,39.3558,-9.3811,61.29,88,15,11.83,few clouds
698,Muana,BR,-1.5283,-49.2167,73.9,94,100,3.0,light rain
699,Evensk,RU,61.95,159.2333,44.71,72,92,6.46,overcast clouds
700,Sovetskaya Gavan,RU,48.9723,140.2878,46.27,70,95,8.39,overcast clouds
701,Bagotville,AU,-28.9833,153.4167,63.64,81,99,11.3,moderate rain
702,Si Sa Ket,TH,14.8333,104.3333,87.01,70,100,14.76,overcast clouds
703,Davila,PH,18.4726,120.5763,87.78,67,86,4.09,overcast clouds
704,Seoul,KR,37.5683,126.9778,78.37,51,40,3.44,mist
